settlement,teaor,bin,count
Balatonfenyves,56,1-4,14
Balatonfenyves,68,1-4,7
Balatonfenyves,70,1-4,12
Balatonfenyves,81,1-4,6
Balatonfenyves,86,1-4,5
Balatonfenyves,90,1-4,5
Balatonfenyves,96,1-4,8
Balatonfõkajár,41,1-4,12
Balatonfõkajár,43,1-4,23
Balatonfõkajár,47,1-4,9
Balatonfõkajár,56,1-4,6
Balatonfõkajár,81,1-4,5
Balatonfõkajár,82,1-4,5
Balatonfõkajár,96,1-4,10
Balatonfõkajár,25,10-19,7
Balatonfõkajár,32,10-19,5
Balatonfõkajár,33,10-19,6
Balatonföldvár,1,1-4,10
Balatonföldvár,31,1-4,6
Balatonföldvár,32,1-4,12
Balatonföldvár,33,1-4,9
Balatonföldvár,43,1-4,18
Balatonföldvár,47,1-4,29
Balatonföldvár,49,1-4,6
Balatonföldvár,55,1-4,16
Balatonföldvár,56,1-4,25
Balatonföldvár,62,1-4,7
Balatonföldvár,66,1-4,12
Balatonföldvár,68,1-4,22
Balatonföldvár,69,1-4,14
Balatonföldvár,70,1-4,12
Balatonföldvár,74,1-4,8
Balatonföldvár,81,1-4,10
Balatonföldvár,85,1-4,10
Balatonföldvár,86,1-4,7
Balatonföldvár,90,1-4,5
Balatonföldvár,93,1-4,6
Balatonföldvár,96,1-4,22
Balatonfûzfõ,1,1-4,5
Balatonfûzfõ,41,1-4,16
Balatonfûzfõ,43,1-4,67
Balatonfûzfõ,45,1-4,11
Balatonfûzfõ,46,1-4,7
Balatonfûzfõ,47,1-4,26
Balatonfûzfõ,49,1-4,9
Balatonfûzfõ,55,1-4,5
Balatonfûzfõ,56,1-4,17
Balatonfûzfõ,62,1-4,12
Balatonfûzfõ,66,1-4,17
Balatonfûzfõ,68,1-4,16
Balatonfûzfõ,69,1-4,11
Balatonfûzfõ,70,1-4,13
Balatonfûzfõ,74,1-4,14
Balatonfûzfõ,77,1-4,6
Balatonfûzfõ,81,1-4,18
Balatonfûzfõ,82,1-4,7
Balatonfûzfõ,85,1-4,23
Balatonfûzfõ,86,1-4,11
Balatonfûzfõ,90,1-4,10
Balatonfûzfõ,93,1-4,11
Balatonfûzfõ,96,1-4,31
Balatonfûzfõ,47,5-9,5
Balatonfüred,1,1-4,41
Balatonfüred,11,1-4,13
Balatonfüred,2,1-4,5
Balatonfüred,41,1-4,28
Balatonfüred,42,1-4,5
Balatonfüred,43,1-4,159
Balatonfüred,45,1-4,35
Balatonfüred,46,1-4,22
Balatonfüred,47,1-4,129
Balatonfüred,49,1-4,37
Balatonfüred,53,1-4,5
Balatonfüred,55,1-4,56
Balatonfüred,56,1-4,79
Balatonfüred,62,1-4,34
Balatonfüred,63,1-4,13
Balatonfüred,66,1-4,26
Balatonfüred,68,1-4,79
Balatonfüred,69,1-4,67
Balatonfüred,70,1-4,61
Balatonfüred,72,1-4,6
Balatonfüred,73,1-4,15
Balatonfüred,74,1-4,35
Balatonfüred,77,1-4,22
Balatonfüred,79,1-4,10
Balatonfüred,81,1-4,100
Balatonfüred,82,1-4,39
Balatonfüred,85,1-4,54
Balatonfüred,86,1-4,82
Balatonfüred,90,1-4,22
Balatonfüred,93,1-4,34
Balatonfüred,94,1-4,7
Balatonfüred,95,1-4,14
Balatonfüred,96,1-4,165
Balatonfüred,23,10-19,12
Balatonfüred,25,10-19,121
Balatonfüred,26,10-19,5
Balatonfüred,27,10-19,6
Balatonfüred,28,10-19,6
Balatonfüred,31,10-19,38
Balatonfüred,32,10-19,40
Balatonfüred,33,10-19,82
Balatonfüred,47,10-19,6
Balatonfüred,56,10-19,8
Balatonfüred,68,10-19,6
Balatonfüred,22,20-49,5
Balatonfüred,25,20-49,24
Balatonfüred,31,20-49,5
Balatonfüred,33,20-49,6
Balatonfüred,56,20-49,9
Balatonfüred,22,5-9,20
Balatonfüred,23,5-9,18
Balatonfüred,24,5-9,5
Balatonfüred,25,5-9,193
Balatonfüred,26,5-9,12
Balatonfüred,27,5-9,9
Balatonfüred,28,5-9,22
Balatonfüred,29,5-9,9
Balatonfüred,31,5-9,52
Balatonfüred,32,5-9,56
Balatonfüred,33,5-9,106
Balatonfüred,43,5-9,7
Balatonfüred,47,5-9,17
Balatonfüred,56,5-9,15
Balatonfüred,68,5-9,5
Balatonfüred,93,5-9,5
Balatonhenye,1,1-4,6
Balatonhenye,43,1-4,6
Balatonkenese,1,1-4,16
Balatonkenese,25,1-4,7
Balatonkenese,41,1-4,6
Balatonkenese,43,1-4,41
Balatonkenese,45,1-4,6
Balatonkenese,46,1-4,5
Balatonkenese,47,1-4,32
Balatonkenese,55,1-4,12
Balatonkenese,56,1-4,10
Balatonkenese,62,1-4,5
Balatonkenese,66,1-4,9
Balatonkenese,68,1-4,14
Balatonkenese,69,1-4,7
Balatonkenese,70,1-4,12
Balatonkenese,73,1-4,5
Balatonkenese,74,1-4,10
Balatonkenese,81,1-4,24
Balatonkenese,85,1-4,13
Balatonkenese,86,1-4,14
Balatonkenese,90,1-4,5
Balatonkenese,93,1-4,6
Balatonkenese,96,1-4,25
Balatonkeresztúr,1,1-4,12
Balatonkeresztúr,43,1-4,25
Balatonkeresztúr,45,1-4,5
Balatonkeresztúr,47,1-4,15
Balatonkeresztúr,55,1-4,19
Balatonkeresztúr,56,1-4,15
Balatonkeresztúr,68,1-4,7
Balatonkeresztúr,74,1-4,9
Balatonkeresztúr,81,1-4,14
Balatonkeresztúr,85,1-4,8
Balatonkeresztúr,96,1-4,14
Balatonlelle,1,1-4,75
Balatonlelle,2,1-4,5
Balatonlelle,41,1-4,10
Balatonlelle,43,1-4,67
Balatonlelle,45,1-4,15
Balatonlelle,46,1-4,14
Balatonlelle,47,1-4,62
Balatonlelle,49,1-4,14
Balatonlelle,55,1-4,56
Balatonlelle,56,1-4,56
Balatonlelle,62,1-4,8
Balatonlelle,66,1-4,11
Balatonlelle,68,1-4,36
Balatonlelle,69,1-4,12
Balatonlelle,70,1-4,22
Balatonlelle,74,1-4,11
Balatonlelle,77,1-4,9
Balatonlelle,81,1-4,23
Balatonlelle,82,1-4,12
Balatonlelle,85,1-4,18
Balatonlelle,86,1-4,7
Balatonlelle,90,1-4,8
Balatonlelle,93,1-4,10
Balatonlelle,96,1-4,41
Balatonlelle,47,10-19,7
Balatonlelle,16,20-49,8
Balatonlelle,47,5-9,5
Balatonlelle,56,5-9,6
Balatonmáriafürdõ,41,1-4,6
Balatonmáriafürdõ,43,1-4,6
Balatonmáriafürdõ,47,1-4,10
Balatonmáriafürdõ,55,1-4,9
Balatonmáriafürdõ,56,1-4,13
Balatonszabadi,1,1-4,27
Balatonszabadi,22,1-4,40
Balatonszabadi,23,1-4,84
Balatonszabadi,25,1-4,345
Balatonszabadi,26,1-4,14
Balatonszabadi,27,1-4,27
Balatonszabadi,41,1-4,11
Balatonszabadi,43,1-4,50
Balatonszabadi,45,1-4,8
Balatonszabadi,46,1-4,6
Balatonszabadi,47,1-4,15
Balatonszabadi,49,1-4,6
Balatonszabadi,62,1-4,5
Balatonszabadi,66,1-4,10
Balatonszabadi,68,1-4,7
Balatonszabadi,69,1-4,7
Balatonszabadi,74,1-4,12
Balatonszabadi,81,1-4,23
Balatonszabadi,85,1-4,9
Balatonszabadi,86,1-4,5
Balatonszabadi,96,1-4,10
Balatonszemes,1,1-4,15
Balatonszemes,43,1-4,25
Balatonszemes,47,1-4,14
Balatonszemes,55,1-4,11
Balatonszemes,56,1-4,23
Balatonszemes,62,1-4,5
Balatonszemes,68,1-4,5
Balatonszemes,70,1-4,5
Balatonszemes,77,1-4,5
Balatonszemes,81,1-4,7
Balatonszemes,86,1-4,7
Balatonszemes,96,1-4,12
Balatonszentgyörgy,1,1-4,5
Balatonszentgyörgy,25,1-4,16
Balatonszentgyörgy,43,1-4,23
Balatonszentgyörgy,47,1-4,12
Balatonszentgyörgy,49,1-4,7
Balatonszentgyörgy,56,1-4,9
Balatonszentgyörgy,62,1-4,5
Balatonszentgyörgy,85,1-4,6
Balatonszentgyörgy,96,1-4,12
Balatonszentgyörgy,25,20-49,12
Balatonszepezd,43,1-4,7
Balatonszárszó,1,1-4,17
Balatonszárszó,25,1-4,35
Balatonszárszó,41,1-4,6
Balatonszárszó,43,1-4,33
Balatonszárszó,45,1-4,6
Balatonszárszó,46,1-4,5
Balatonszárszó,47,1-4,24
Balatonszárszó,53,1-4,5
Balatonszárszó,55,1-4,21
Balatonszárszó,56,1-4,20
Balatonszárszó,62,1-4,11
Balatonszárszó,68,1-4,8
Balatonszárszó,69,1-4,8
Balatonszárszó,70,1-4,14
Balatonszárszó,74,1-4,8
Balatonszárszó,81,1-4,9
Balatonszárszó,95,1-4,6
Balatonszárszó,96,1-4,19
Balatonszõlõs,1,1-4,5
Balatonszõlõs,25,1-4,7
Balatonszõlõs,43,1-4,11
Balatonszõlõs,49,1-4,5
Balatonszõlõs,56,1-4,5
Balatonszõlõs,85,1-4,7
Balatonszõlõs,96,1-4,8
Balatonszõlõs,25,5-9,5
Balatonvilágos,1,1-4,10
Balatonvilágos,25,1-4,7
Balatonvilágos,27,1-4,5
Balatonvilágos,41,1-4,5
Balatonvilágos,43,1-4,16
Balatonvilágos,47,1-4,16
Balatonvilágos,56,1-4,9
Balatonvilágos,62,1-4,8
Balatonvilágos,66,1-4,5
Balatonvilágos,68,1-4,5
Balatonvilágos,70,1-4,7
Balatonvilágos,74,1-4,6
Balatonvilágos,81,1-4,7
Balatonvilágos,85,1-4,6
Balatonvilágos,86,1-4,9
Balatonvilágos,96,1-4,7
Balatonõszöd,1,1-4,11
Balatonõszöd,43,1-4,7
Balatonújlak,1,1-4,6
Balatonújlak,43,1-4,6
Balinka,43,1-4,5
Balkány,1,1-4,116
Balkány,41,1-4,7
Balkány,43,1-4,35
Balkány,45,1-4,15
Balkány,46,1-4,5
Balkány,47,1-4,37
Balkány,49,1-4,12
Balkány,56,1-4,8
Balkány,68,1-4,6
Balkány,69,1-4,5
Balkány,70,1-4,6
Balkány,74,1-4,5
Balkány,81,1-4,5
Balkány,85,1-4,8
Balkány,86,1-4,13
Balkány,93,1-4,12
Balkány,96,1-4,21
Balkány,1,5-9,5
Ballószög,1,1-4,39
Ballószög,41,1-4,7
Ballószög,43,1-4,50
Ballószög,45,1-4,10
Ballószög,46,1-4,5
Ballószög,47,1-4,23
Ballószög,49,1-4,5
Ballószög,56,1-4,9
Ballószög,62,1-4,11
Ballószög,66,1-4,19
Ballószög,68,1-4,11
Ballószög,69,1-4,8
Ballószög,70,1-4,10
Ballószög,74,1-4,15
Ballószög,81,1-4,13
Ballószög,82,1-4,11
Ballószög,85,1-4,15
Ballószög,86,1-4,13
Ballószög,93,1-4,5
Ballószög,96,1-4,25
Balmazújváros,1,1-4,183
Balmazújváros,13,1-4,6
Balmazújváros,16,1-4,9
Balmazújváros,2,1-4,8
Balmazújváros,41,1-4,22
Balmazújváros,42,1-4,8
Balmazújváros,43,1-4,352
Balmazújváros,45,1-4,20
Balmazújváros,46,1-4,21
Balmazújváros,47,1-4,111
Balmazújváros,49,1-4,33
Balmazújváros,52,1-4,9
Balmazújváros,56,1-4,34
Balmazújváros,62,1-4,18
Balmazújváros,63,1-4,7
Balmazújváros,66,1-4,23
Balmazújváros,68,1-4,30
Balmazújváros,69,1-4,41
Balmazújváros,70,1-4,24
Balmazújváros,73,1-4,8
Balmazújváros,74,1-4,37
Balmazújváros,77,1-4,14
Balmazújváros,80,1-4,5
Balmazújváros,81,1-4,12
Balmazújváros,82,1-4,53
Balmazújváros,85,1-4,24
Balmazújváros,86,1-4,19
Balmazújváros,90,1-4,22
Balmazújváros,93,1-4,10
Balmazújváros,94,1-4,7
Balmazújváros,95,1-4,10
Balmazújváros,96,1-4,92
Balmazújváros,1,10-19,5
Balmazújváros,25,10-19,5
Balmazújváros,31,10-19,6
Balmazújváros,32,10-19,9
Balmazújváros,43,10-19,9
Balmazújváros,47,10-19,5
Balmazújváros,1,5-9,9
Balmazújváros,43,5-9,17
Balmazújváros,47,5-9,15
Balmazújváros,25,50-249,5
Balmazújváros,31,50-249,6
Balmazújváros,32,50-249,6
Balogunyom,1,1-4,6
Balotaszállás,1,1-4,38
Balotaszállás,2,1-4,7
Balotaszállás,43,1-4,10
Balotaszállás,47,1-4,6
Balsa,1,1-4,12
Balsa,47,1-4,5
Balástya,1,1-4,338
Balástya,41,1-4,6
Balástya,43,1-4,17
Balástya,45,1-4,6
Balástya,46,1-4,8
Balástya,47,1-4,25
Balástya,56,1-4,6
Balástya,68,1-4,5
Balástya,70,1-4,9
Balástya,74,1-4,6
Balástya,85,1-4,23
Balástya,86,1-4,8
Balástya,93,1-4,6
Balástya,96,1-4,13
Balástya,97,1-4,6
Balástya,1,5-9,6
Bana,1,1-4,24
Bana,25,1-4,6
Bana,32,1-4,5
Bana,33,1-4,9
Bana,41,1-4,6
Bana,43,1-4,16
Bana,45,1-4,5
Bana,47,1-4,11
Bana,82,1-4,5
Bana,96,1-4,12
Barabás,1,1-4,26
Baracs,1,1-4,22
Baracs,25,1-4,12
Baracs,33,1-4,7
Baracs,41,1-4,7
Baracs,43,1-4,63
Baracs,45,1-4,7
Baracs,47,1-4,19
Baracs,49,1-4,7
Baracs,66,1-4,11
Baracs,69,1-4,5
Baracs,74,1-4,8
Baracs,81,1-4,5
Baracs,82,1-4,5
Baracs,85,1-4,8
Baracs,86,1-4,7
Baracs,90,1-4,7
Baracs,96,1-4,22
Baracska,1,1-4,18
Baracska,43,1-4,46
Baracska,45,1-4,5
Baracska,46,1-4,5
Baracska,47,1-4,14
Baracska,62,1-4,6
Baracska,66,1-4,5
Baracska,69,1-4,7
Baracska,74,1-4,6
Baracska,81,1-4,9
Baracska,82,1-4,6
Baracska,85,1-4,5
Baracska,86,1-4,7
Baracska,95,1-4,5
Baracska,96,1-4,13
Barbacs,1,1-4,12
Barcs,1,1-4,45
Barcs,2,1-4,10
Barcs,23,1-4,5
Barcs,25,1-4,25
Barcs,41,1-4,14
Barcs,43,1-4,82
Barcs,45,1-4,25
Barcs,46,1-4,11
Barcs,47,1-4,77
Barcs,49,1-4,17
Barcs,56,1-4,24
Barcs,62,1-4,9
Barcs,66,1-4,29
Barcs,68,1-4,12
Barcs,69,1-4,32
Barcs,70,1-4,11
Barcs,73,1-4,5
Barcs,74,1-4,27
Barcs,81,1-4,12
Barcs,82,1-4,7
Barcs,85,1-4,36
Barcs,86,1-4,15
Barcs,90,1-4,6
Barcs,93,1-4,8
Barcs,95,1-4,10
Barcs,96,1-4,60
Barcs,45,5-9,5
Barcs,47,5-9,11
Battonya,1,1-4,107
Battonya,41,1-4,5
Battonya,43,1-4,20
Battonya,47,1-4,29
Battonya,56,1-4,9
Battonya,69,1-4,5
Battonya,70,1-4,5
Battonya,74,1-4,11
Battonya,86,1-4,5
Battonya,96,1-4,15
Baté,43,1-4,8
Baté,47,1-4,8
Bazsi,1,1-4,8
Bazsi,43,1-4,13
Becsehely,1,1-4,20
Becsehely,2,1-4,10
Becske,1,1-4,8
Becsvölgye,1,1-4,7
Bedõ,1,1-4,11
Bekecs,1,1-4,23
Bekecs,43,1-4,25
Bekecs,45,1-4,11
Bekecs,46,1-4,5
Bekecs,47,1-4,19
Bekecs,56,1-4,5
Bekecs,62,1-4,6
Bekecs,66,1-4,12
Bekecs,69,1-4,5
Bekecs,70,1-4,5
Bekecs,74,1-4,11
Bekecs,80,1-4,5
Bekecs,82,1-4,6
Bekecs,85,1-4,7
Bekecs,86,1-4,6
Bekecs,96,1-4,11
Bekölce,43,1-4,5
Belecska,1,1-4,7
Beled,1,1-4,10
Beleg,25,1-4,18
Belezna,1,1-4,21
Beloiannisz,43,1-4,24
Beloiannisz,47,1-4,5
Beloiannisz,81,1-4,6
Belvárdgyula,43,1-4,8
Benk,1,1-4,8
Bercel,1,1-4,12
Bercel,43,1-4,19
Bercel,45,1-4,6
Bercel,47,1-4,7
Bercel,59,1-4,5
Bercel,81,1-4,5
Bercel,96,1-4,12
Beregdaróc,1,1-4,24
Beregsurány,1,1-4,19
Beregsurány,47,1-4,8
Berekböszörmény,1,1-4,24
Berekböszörmény,43,1-4,6
Berekböszörmény,46,1-4,6
Berekböszörmény,47,1-4,19
Berekböszörmény,96,1-4,5
Berekfürdõ,1,1-4,9
Berekfürdõ,43,1-4,6
Berekfürdõ,55,1-4,6
Berekfürdõ,56,1-4,7
Berekfürdõ,69,1-4,5
Berekfürdõ,96,1-4,7
Beremend,1,1-4,10
Beremend,43,1-4,31
Beremend,47,1-4,9
Beremend,74,1-4,5
Beremend,96,1-4,14
Berente,43,1-4,8
Berente,47,1-4,7
Berettyóújfalu,1,1-4,199
Berettyóújfalu,10,1-4,6
Berettyóújfalu,16,1-4,5
Berettyóújfalu,41,1-4,16
Berettyóújfalu,42,1-4,6
Berettyóújfalu,43,1-4,126
Berettyóújfalu,45,1-4,41
Berettyóújfalu,46,1-4,20
Berettyóújfalu,47,1-4,146
Berettyóújfalu,49,1-4,31
Berettyóújfalu,55,1-4,6
Berettyóújfalu,56,1-4,50
Berettyóújfalu,62,1-4,12
Berettyóújfalu,63,1-4,6
Berettyóújfalu,66,1-4,28
Berettyóújfalu,68,1-4,35
Berettyóújfalu,69,1-4,33
Berettyóújfalu,70,1-4,31
Berettyóújfalu,72,1-4,7
Berettyóújfalu,73,1-4,7
Berettyóújfalu,74,1-4,32
Berettyóújfalu,77,1-4,5
Berettyóújfalu,80,1-4,17
Berettyóújfalu,81,1-4,17
Berettyóújfalu,82,1-4,15
Berettyóújfalu,85,1-4,89
Berettyóújfalu,86,1-4,59
Berettyóújfalu,90,1-4,13
Berettyóújfalu,93,1-4,13
Berettyóújfalu,94,1-4,7
Berettyóújfalu,95,1-4,16
Berettyóújfalu,96,1-4,96
Berettyóújfalu,43,5-9,8
Berettyóújfalu,46,5-9,5
Berettyóújfalu,47,5-9,12
Berettyóújfalu,56,5-9,5
Berhida,1,1-4,13
Berhida,41,1-4,7
Berhida,43,1-4,75
Berhida,45,1-4,12
Berhida,46,1-4,5
Berhida,47,1-4,34
Berhida,49,1-4,9
Berhida,56,1-4,5
Berhida,62,1-4,6
Berhida,66,1-4,7
Berhida,68,1-4,5
Berhida,74,1-4,10
Berhida,81,1-4,9
Berhida,82,1-4,5
Berhida,85,1-4,6
Berhida,86,1-4,8
Berhida,96,1-4,20
Berkenye,1,1-4,8
Berkenye,43,1-4,9
Berkesd,1,1-4,8
Berkesd,47,1-4,7
Berkesz,1,1-4,7
Berkesz,47,1-4,6
Bernecebaráti,1,1-4,7
Bernecebaráti,96,1-4,5
Berzence,1,1-4,53
Berzence,2,1-4,10
Berzence,43,1-4,19
Berzence,45,1-4,6
Berzence,47,1-4,19
Berzence,74,1-4,6
Berzence,86,1-4,5
Berzence,96,1-4,9
Berzence,28,10-19,28
Berzence,29,10-19,6
Berzence,31,10-19,35
Berzence,32,10-19,79
Berzence,33,10-19,100
Berzék,1,1-4,5
Berzék,43,1-4,7
Besenyszög,1,1-4,40
Besenyszög,43,1-4,21
Besenyszög,47,1-4,11
Besenyszög,49,1-4,6
Besenyszög,56,1-4,6
Besenyszög,81,1-4,8
Besenyszög,82,1-4,5
Besenyszög,85,1-4,8
Besenyszög,96,1-4,13
Besenyõd,1,1-4,8
Besenyõd,43,1-4,7
Besenyõtelek,1,1-4,29
Besenyõtelek,25,1-4,7
Besenyõtelek,28,1-4,7
Besenyõtelek,31,1-4,8
Besenyõtelek,32,1-4,20
Besenyõtelek,33,1-4,33
Besenyõtelek,42,1-4,8
Besenyõtelek,43,1-4,28
Besenyõtelek,45,1-4,5
Besenyõtelek,47,1-4,21
Besenyõtelek,49,1-4,9
Besenyõtelek,56,1-4,7
Besenyõtelek,96,1-4,11
Besnyõ,1,1-4,10
Besnyõ,43,1-4,23
Besnyõ,62,1-4,5
Besnyõ,74,1-4,5
Besnyõ,81,1-4,5
Besnyõ,85,1-4,5
Besnyõ,96,1-4,10
Beszterec,23,1-4,5
Beszterec,25,1-4,34
Beszterec,32,1-4,6
Beszterec,33,1-4,14
Beszterec,45,1-4,9
Bezenye,1,1-4,21
Bezeréd,1,1-4,11
Bezi,1,1-4,5
Biatorbágy,1,1-4,30
Biatorbágy,16,1-4,5
Biatorbágy,18,1-4,8
Biatorbágy,25,1-4,6
Biatorbágy,31,1-4,8
Biatorbágy,32,1-4,13
Biatorbágy,33,1-4,17
Biatorbágy,41,1-4,53
Biatorbágy,42,1-4,6
Biatorbágy,43,1-4,135
Biatorbágy,45,1-4,48
Biatorbágy,46,1-4,49
Biatorbágy,47,1-4,89
Biatorbágy,49,1-4,49
Biatorbágy,52,1-4,11
Biatorbágy,53,1-4,25
Biatorbágy,56,1-4,35
Biatorbágy,58,1-4,8
Biatorbágy,59,1-4,19
Biatorbágy,62,1-4,103
Biatorbágy,63,1-4,15
Biatorbágy,66,1-4,24
Biatorbágy,68,1-4,53
Biatorbágy,69,1-4,69
Biatorbágy,70,1-4,126
Biatorbágy,72,1-4,7
Biatorbágy,73,1-4,31
Biatorbágy,74,1-4,66
Biatorbágy,75,1-4,5
Biatorbágy,77,1-4,15
Biatorbágy,81,1-4,54
Biatorbágy,82,1-4,52
Biatorbágy,85,1-4,80
Biatorbágy,86,1-4,71
Biatorbágy,90,1-4,56
Biatorbágy,93,1-4,16
Biatorbágy,95,1-4,16
Biatorbágy,96,1-4,105
Biatorbágy,46,10-19,6
Biatorbágy,56,10-19,5
Biatorbágy,46,20-49,12
Biatorbágy,85,20-49,5
Biatorbágy,41,5-9,6
Biatorbágy,43,5-9,8
Biatorbágy,45,5-9,5
Biatorbágy,46,5-9,6
Biatorbágy,47,5-9,13
Biatorbágy,56,5-9,11
Biatorbágy,46,50-249,6
Bicske,1,1-4,37
Bicske,10,1-4,5
Bicske,16,1-4,8
Bicske,23,1-4,5
Bicske,25,1-4,17
Bicske,31,1-4,7
Bicske,32,1-4,13
Bicske,33,1-4,8
Bicske,41,1-4,20
Bicske,42,1-4,10
Bicske,43,1-4,129
Bicske,45,1-4,28
Bicske,46,1-4,11
Bicske,47,1-4,66
Bicske,49,1-4,9
Bicske,53,1-4,13
Bicske,56,1-4,15
Bicske,62,1-4,22
Bicske,66,1-4,39
Bicske,68,1-4,32
Bicske,69,1-4,44
Bicske,70,1-4,19
Bicske,72,1-4,6
Bicske,73,1-4,7
Bicske,74,1-4,31
Bicske,75,1-4,5
Bicske,77,1-4,6
Bicske,81,1-4,33
Bicske,82,1-4,22
Bicske,85,1-4,34
Bicske,86,1-4,24
Bicske,90,1-4,16
Bicske,95,1-4,15
Bicske,96,1-4,84
Bicske,25,10-19,16
Bicske,32,10-19,10
Bicske,33,10-19,8
Bicske,41,5-9,5
Bicske,43,5-9,6
Bicske,47,5-9,6
Bicsérd,43,1-4,12
Bicsérd,96,1-4,8
Bihardancsháza,1,1-4,7
Biharkeresztes,1,1-4,59
Biharkeresztes,41,1-4,5
Biharkeresztes,43,1-4,15
Biharkeresztes,45,1-4,7
Biharkeresztes,46,1-4,8
Biharkeresztes,47,1-4,25
Biharkeresztes,49,1-4,11
Biharkeresztes,56,1-4,10
Biharkeresztes,68,1-4,5
Biharkeresztes,74,1-4,6
Biharkeresztes,82,1-4,6
Biharkeresztes,85,1-4,13
Biharkeresztes,86,1-4,10
Biharkeresztes,96,1-4,10
Biharnagybajom,1,1-4,39
Biharnagybajom,43,1-4,10
Biharnagybajom,47,1-4,16
Biharnagybajom,96,1-4,7
Bihartorda,1,1-4,10
Bihartorda,43,1-4,10
Biharugra,1,1-4,32
Biharugra,47,1-4,6
Bikal,1,1-4,11
Bikal,16,1-4,23
Bikal,18,1-4,7
Bikal,43,1-4,5
Bikal,47,1-4,5
Bikal,81,1-4,5
Bikács,1,1-4,7
Bikács,43,1-4,6
Biri,1,1-4,30
Biri,43,1-4,12
Biri,47,1-4,11
Birján,1,1-4,5
Birján,43,1-4,9
Boconád,1,1-4,8
Boconád,43,1-4,15
Boconád,47,1-4,12
Bocska,1,1-4,11
Bocskaikert,1,1-4,22
Bocskaikert,25,1-4,7
Bocskaikert,33,1-4,8
Bocskaikert,41,1-4,12
Bocskaikert,43,1-4,47
Bocskaikert,45,1-4,10
Bocskaikert,46,1-4,7
Bocskaikert,47,1-4,37
Bocskaikert,49,1-4,10
Bocskaikert,62,1-4,5
Bocskaikert,66,1-4,13
Bocskaikert,68,1-4,9
Bocskaikert,69,1-4,10
Bocskaikert,70,1-4,10
Bocskaikert,72,1-4,7
Bocskaikert,74,1-4,7
Bocskaikert,80,1-4,8
Bocskaikert,81,1-4,11
Bocskaikert,85,1-4,22
Bocskaikert,86,1-4,12
Bocskaikert,90,1-4,6
Bocskaikert,96,1-4,14
Bocskaikert,41,20-49,5
Bocskaikert,43,5-9,5
Boda,43,1-4,7
Bodajk,1,1-4,5
Bodajk,25,1-4,5
Bodajk,32,1-4,5
Bodajk,43,1-4,45
Bodajk,45,1-4,9
Bodajk,47,1-4,22
Bodajk,49,1-4,9
Bodajk,56,1-4,6
Bodajk,62,1-4,8
Bodajk,66,1-4,5
Bodajk,68,1-4,5
Bodajk,70,1-4,7
Bodajk,74,1-4,13
Bodajk,82,1-4,12
Bodajk,85,1-4,11
Bodajk,86,1-4,6
Bodajk,96,1-4,24
Bodmér,1,1-4,12
Bodrog,1,1-4,8
Bodroghalom,1,1-4,15
Bodroghalom,43,1-4,11
Bodrogkeresztúr,1,1-4,10
Bodrogkeresztúr,11,1-4,12
Bodrogkeresztúr,25,1-4,5
Bodrogkeresztúr,47,1-4,13
Bodrogkeresztúr,96,1-4,6
Bodrogkeresztúr,16,10-19,101
Bodrogkeresztúr,17,10-19,18
Bodrogkeresztúr,18,10-19,44
Bodrogkeresztúr,20,10-19,6
Bodrogkeresztúr,16,20-49,62
Bodrogkeresztúr,17,20-49,5
Bodrogkeresztúr,18,20-49,29
Bodrogkisfalud,1,1-4,20
Bodrogkisfalud,16,1-4,5
Bodrogkisfalud,43,1-4,5
Bodrogkisfalud,56,1-4,5
Bodrogolaszi,1,1-4,7
Bodrogolaszi,43,1-4,9
Bodrogolaszi,47,1-4,5
Bodrogolaszi,85,1-4,8
Bogyiszló,1,1-4,23
Bogyiszló,43,1-4,20
Bogyiszló,45,1-4,5
Bogyiszló,47,1-4,7
Bogyiszló,49,1-4,5
Bogyiszló,66,1-4,7
Bogyiszló,74,1-4,7
Bogyiszló,85,1-4,5
Bogyiszló,86,1-4,6
Bogyiszló,96,1-4,5
Bogyoszló,1,1-4,19
Bogács,1,1-4,14
Bogács,43,1-4,13
Bogács,45,1-4,5
Bogács,47,1-4,12
Bogács,49,1-4,6
Bogács,55,1-4,26
Bogács,56,1-4,16
Bogács,96,1-4,9
Bogács,56,5-9,5
Bogád,16,1-4,5
Bogád,43,1-4,15
Bogád,47,1-4,8
Bogád,85,1-4,7
Bogád,96,1-4,5
Bogád,32,20-49,10
Bogád,33,20-49,6
Bogádmindszent,43,1-4,7
Bojt,1,1-4,7
Bokod,1,1-4,18
Bokod,41,1-4,5
Bokod,43,1-4,42
Bokod,45,1-4,7
Bokod,47,1-4,14
Bokod,66,1-4,5
Bokod,69,1-4,6
Bokod,70,1-4,7
Bokod,74,1-4,6
Bokod,85,1-4,7
Bokod,96,1-4,18
Boldog,1,1-4,41
Boldog,23,1-4,8
Boldog,25,1-4,44
Boldog,27,1-4,10
Boldog,31,1-4,5
Boldog,41,1-4,6
Boldog,43,1-4,19
Boldog,45,1-4,6
Boldog,47,1-4,28
Boldog,69,1-4,5
Boldog,96,1-4,10
Boldog,25,20-49,24
Boldog,28,20-49,8
Boldogasszonyfa,1,1-4,5
Boldogasszonyfa,2,1-4,8
Boldogkõváralja,1,1-4,16
Boldogkõváralja,43,1-4,7
Boldogkõváralja,47,1-4,7
Boldva,1,1-4,10
